Database_ID,Database_Name,Associated_Subjects,Original_Description_HTML,Rewritten_Description_A_HTML,Rewritten_Description_B_HTML,Database_URL,
68774508,Grand Tour,Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;The Grand Tour was a rite-of-passage for many aristocratic and wealthy young men of the eighteenth century: a phenomenon which shaped the creative and intellectual sensibilities of some of the eighteenth centurys greatest artists, writers and thinkers. These accounts of the English abroad, c1550-1850, highlight the influence of continental travel on British art, architecture, urban planning, literature and philosophy. This collection of manuscript, visual and printed works allows scholars to compare a range of sources on the history of travel for the first time, including many from private or neglected collections. We include letters; diaries and journals; account books; printed guidebooks; published travel writing; paintings and sketches; architectural drawings and maps.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.grandtour.amdigital.co.uk/,
68774509,"Nixon Years, 1969-1974",Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;This collection provides complete FCO 7 and FCO 82 files for the entire period of Richard Nixons presidency. Top-level Anglo-American discussions and briefing papers dominate these papers. There is also a wealth of material on social conditions, domestic reforms, trade, culture and the environment. In addition, there is strong coverage of US policy decisions by the FCO and the British embassy in Washington; White House staff appointments and UN discussions; views on Europe; the deployment of F-111 aircraft on US airbases in the UK and Nixons battles over funding from Congress; visits to the US by Harold Wilson and Edward Heath; and the internal situation in the US and domestic reform. There are also detailed assessments of all the changes brought about by the presidential election of 1972, in which Nixon beat George McGovern by a record-breaking margin and in every state but one, only to resign two years later in the face of almost certain impeachment.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.archivesdirect.amdigital.co.uk/Nixon,
68774510,Trade Catalogues and the American Home,Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Explore domestic consumerism, life and leisure in America between 1850-1950 with Trade Catalogues and the American Home. This resource presents a wealth of highly illustrated primary source documents that highlight commercial tastes and consumer trends, and provide a valuable visual record for a breadth of interdisciplinary study.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.tradecatalogues.amdigital.co.uk/,
68774511,"Travel Writing, Spectacle and World History",Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;This resource brings together hundreds of accounts by women of their travels across the globe from the early nineteenth century to the late twentieth century. Students and researchers will find sources covering a variety of topics including architecture, art, the British Empire, climate, customs, exploration, family life, housing, industry, language, monuments, mountains, natural history, politics and diplomacy, race, religion, science, shopping and war.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.travelwriting.amdigital.co.uk/,
68774512,Victorian Popular Culture,Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Victorian Popular Culture is a portal comprised of four modules, inviting users into the darkened halls, small backrooms, big tops and travelling venues that hosted everything from spectacular shows and bawdy burlesque, to the world of magic, spiritualist sances, optical entertainments and the first moving pictures.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.victorianpopularculture.amdigital.co.uk/,
68774513,Virginia Company Archives,American Studies;History;Database EBA;Native American Studies,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Virginia Company Archives provides a comprehensive record of the history of the Virginia Company of London, 1606-1624. Centred upon the archives of the Ferrar family who played a significant role in the Company's administration, this resource documents the founding and economic development of the Virginia colony, relations between colonists and indigenous peoples, and early trade between Britain and America. It is also a crucial source for London's economic history and the religious and social history of early modern England, with further content documenting the Ferrars' continued interest in the European colonisation of North America in the years after 1624.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.virginiacompanyarchives.amdigital.co.uk/,
68774514,Women in The National Archives,Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;The original documents cover the campaign for women's suffrage in Britain, 1903-1928 and the granting of women's suffrage in colonial territories, 1930-1962.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.archivesdirect.amdigital.co.uk/WTNA,
68774515,World's Fairs,Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Explore the phenomenon of world's fairs from the Crystal Palace in 1851 and the proliferation of North American exhibitions, to fairs around the world and twenty-first century expos. Through official records, monographs, publicity, artwork and artifacts, this resource brings together multiple archives for rich research opportunities in this diverse topic.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.worldsfairs.amdigital.co.uk/,
68868248,Kanopy,African American Studies;English and Comparative Literature;Asian American Studies;Cinema and Television Arts;Asian Studies,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; title=&quot;Covered in OneSearch&quot;&gt; Kanopy is a platform for streaming video that currently features over 140 videos on a broad range of subjects. The platform features transcripts, embed links, and features for sharing playlists.[[BR]][[BR]]&amp;nbsp;&lt;/p&gt;&lt;p style=&quot;opacity: 1; color: #EB0000;&quot;&gt;&lt;strong&gt;Off campus users:&lt;/strong&gt;&lt;/p&gt;&lt;p&gt;[[BR]][[BR]]1. Click on the Kanopy link above.&amp;nbsp;[[BR]][[BR]]2. Click on &quot;Visit the Fullerton Collection&quot;[[BR]][[BR]]3. Click on &quot;Login to Fullerton&quot;[[BR]][[BR]]4. Enter your portal credentials.&amp;nbsp;[[BR]][[BR]][[BR]][[BR]]&amp;nbsp;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.kanopy.com/en/fullerton,
69903861,Import Genius,Business;Management;International Business,Shipping manifest databases reveal the shipping histories for the world’s importers and exporters. [[BR]]  [[BR]], DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.importgenius.com/edu/csuf,
70106566,CNKI,Modern Languages & Literatures,"CNKI China Academic Journals Full-text Database offers one of the largest digital collections of journals published in China. CSUF subscription (Series F Literature / History / Philosophy) covers a wide range of subject areas such as Chinese &amp; World literature, history, philosophy, religion, language and culture, as well as art, calligraphy, geography, music, drama, archeology, etc. from 966 journals, dating back to 1994. In addition, researchers can search and discover content in other CNKI subject areas and use ILL to request relevant resources. With cross-linking to 90% of SCOPUS journals and 96% of ISI JCR, CNKI also offers the capability to search, discover, and link to content in English and other world languages from these databases.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://oversea.cnki.net,
71148279,Publicly Available Content Database,,, DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.proquest.com/publiccontent?accountid=9840,
71671021,Platino Educa,Chicana & Chicano Studies;Latin American Studies;Modern Languages & Literatures,"Platino EDUCA is a streaming Spanish language video platform that contains more than 240 audiovisual and film works from Spain and Latin America, which were selected in collaboration with well-known cinema institutions. It includes 70 of the 100 Spanish films with which every student should be familiar as identified by the Academia de Cine Española. There are teaching guides to help professors in both Spanish and English.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.platinoeduca.com/PEN_CatalogoUni.aspx,
72105711,ProQuest One Business,Business,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; A comprehensive business databases that includes scholarly journals, trade publications, news, company and industry profiles(including SWOT analyses), ebooks, videos, and research reports.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.proquest.com/pq1business?accountid=9840,
72323480,Women's Magazine Archive,Database EBA,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; Collections 1 and 2. An archival research resource comprising the backfiles of leading women's interest consumer magazines. Issues are scanned in high-resolution color and feature detailed article-level indexing. Coverage ranges from the late-19th century through to 2005 and these key primary sources permit the examination of the events, trends, and attitudes of this period. Among the research fields served by this material are gender studies, social history, economics/marketing, media, fashion, politics, and popular culture.&lt;p&gt;&lt;b&gt;Available through June 30, 2025&lt;/b&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.proquest.com/wma?accountid=9840,
72536602,"Central Asia, Persia and Afghanistan, 1834-1922",Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;This collection of Foreign Office files explores the history of Persia (Iran), Central Asia and Afghanistan from the decline of the Silk Road in the first half of the nineteenth century to the establishment of Soviet rule over parts of the region in the early 1920s. It encompasses the era of “The Great Game” - a political and diplomatic confrontation between the Russian and British Empires for influence, territory and trade across a vast region, from the Black Sea in the west to the Pamir Mountains in the east.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.archivesdirect.amdigital.co.uk/CentralAsia,
72618492,Exploring Race in Society,African American Studies;Asian American Studies;Chicana & Chicano Studies;Criminal Justice;Geography and the Environment;Latin American Studies;Anthropology;Cultural Anthropology,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;This research database offers essential content covering important issues related to race in society today. Essays, articles, reports and other reliable sources provide an in-depth look at the history of race and provide critical context for learning more about topics associated with race, ethnicity, diversity and inclusiveness.&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://research.ebsco.com/c/p7moej/search/advanced/filters?db=psr,
